P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,117921,08-11-2021,2104503,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118527,09-11-2021,25475,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118528,09-11-2021,14446,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118529,09-11-2021,41161,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118530,09-11-2021,25643,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118531,09-11-2021,324270,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118532,09-11-2021,7223,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118533,09-11-2021,324270,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118534,09-11-2021,322103,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118535,09-11-2021,322097,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118536,09-11-2021,52681,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,118537,09-11-2021,322097,0,INR,UNAPP,
,,,,"Hindon Mercantile Limited- Mufin",152863,SE26-IND,BTPL-ICICI-1112-Domestic,119358,10-11-2021,6195,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,119359,10-11-2021,263183,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,120385,12-11-2021,9744,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,120792,15-11-2021,46980,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,120793,15-11-2021,18000.61,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,221325,18-07-2022,53077.33,0,INR,UNAPP,
,,,,"BANDHOO SOLUTIONS AND SERVICES PRIVATE LIMITED",152794,SE26-IND,BTPL-ICICI-1112-Domestic,221327,18-07-2022,65.81,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,221328,18-07-2022,11428,0,INR,UNAPP,
,,,,"BANAYANTREE SERVICES LIMITED",152836,SE26-IND,BTPL-ICICI-1112-Domestic,222549,20-07-2022,135950.4,0,INR,UNAPP,
,,,,"Rivergo Automation Private Limited",152955,SE26-IND,BTPL-ICICI-1112-Domestic,222550,20-07-2022,198,0,INR,UNAPP,
,,,,"Muthoot Capital Services Ltd",152926,SE26-IND,BTPL-ICICI-1112-Domestic,223057,21-07-2022,287,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,223564,22-07-2022,3909673,0,INR,UNAPP,
,,,,"BANAYANTREE SERVICES LIMITED",152836,SE26-IND,BTPL-ICICI-1112-Domestic,223565,22-07-2022,35238.24,0,INR,UNAPP,
,,,,"BANAYANTREE SERVICES LIMITED",152836,SE26-IND,BTPL-ICICI-1112-Domestic,223566,22-07-2022,79691.04,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,223567,22-07-2022,1260,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,223569,22-07-2022,0.24,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,223570,22-07-2022,11738.64,0,INR,UNAPP,
,,,,"QFI technologies Pvt Ltd",152934,SE26-IND,BTPL-ICICI-1112-Domestic,223572,22-07-2022,273.76,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,224409,25-07-2022,923.94,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,224410,25-07-2022,26198,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,224411,25-07-2022,16950,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,224412,25-07-2022,115530.64,0,INR,UNAPP,
,,,,"Adani Capital Private Limited",152764,SE26-IND,BTPL-ICICI-1112-Domestic,225154,26-07-2022,50460,0,INR,UNAPP,
,,,,"DECCAN FINANCE LIMITED",152819,SE26-IND,BTPL-ICICI-1112-Domestic,225155,26-07-2022,3006,0,INR,UNAPP,
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,SE26-IND,BTPL-ICICI-1112-Domestic,226204,28-07-2022,5197,0,INR,UNAPP,
,,,,"SNS NEW",151417,PL24-MAL,"PL24 Migration Rcpt. Malaysia","INV T1",02-02-2023,3300,0,MYR,UNAPP,
,,,,"Adani Capital Private Limited",152764,SE26-IND,BTPL-ICICI-1112-Domestic,269391,18-11-2022,65215,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,269678,21-11-2022,1575.3,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,269679,21-11-2022,1100.94,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,269817,22-11-2022,2337229.08,0,INR,UNAPP,
,,,,"India Shelter Finance Corporation Limited",152873,SE26-IND,BTPL-ICICI-1112-Domestic,269819,22-11-2022,54000,0,INR,UNAPP,
,,,,"HDFC Life Insurance Company Limited",152859,SE26-IND,BTPL-ICICI-1112-Domestic,269957,23-11-2022,4700.32,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,270104,24-11-2022,103,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,270106,24-11-2022,218171,0,INR,UNAPP,
,,,,"EASY PLATFORM SERVICES PRIVATE LIMITED",152828,SE26-IND,BTPL-ICICI-1112-Domestic,270109,24-11-2022,54000,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,270236,25-11-2022,437,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,270237,25-11-2022,137030,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,270239,25-11-2022,2346,0,INR,UNAPP,
,,,,"Onemi Technology Solutions Pvt Ltd",152937,SE26-IND,BTPL-ICICI-1112-Domestic,270241,25-11-2022,27514,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,270439,28-11-2022,11811,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,270553,29-11-2022,23360,0,INR,UNAPP,
,,,,"Hiranandani Financial Services Private Limited",152864,SE26-IND,BTPL-ICICI-1112-Domestic,270555,29-11-2022,1069.2,0,INR,UNAPP,
,,,,"Clix Capital Services Private Limited",152814,SE26-IND,BTPL-ICICI-1112-Domestic,270717,30-11-2022,12267.84,0,INR,UNAPP,
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,SE26-IND,BTPL-ICICI-1112-Domestic,270720,30-11-2022,128304,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,270722,30-11-2022,16950,0,INR,UNAPP,
,,,,"QFI technologies Pvt Ltd",152934,SE26-IND,BTPL-ICICI-1112-Domestic,270868,30-11-2022,148884,0,INR,UNAPP,
,,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,121415,16-11-2021,1939.92,0,INR,UNAPP,
,,,,"MoneyMitra IT Solutions Private Limited",152957,SE26-IND,BTPL-ICICI-1112-Domestic,121485,16-11-2021,3111,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,122202,17-11-2021,400380,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,122203,17-11-2021,445500,0,INR,UNAPP,
,,,,"Mahindra Rural Housing Finance Limited",152905,SE26-IND,BTPL-ICICI-1112-Domestic,122204,17-11-2021,190385,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,122544,18-11-2021,3909.8,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,122545,18-11-2021,178295,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,124168,23-11-2021,458025.05,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,125317,25-11-2021,60104,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,125641,26-11-2021,2290301,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,127214,01-12-2021,58001,0,INR,UNAPP,
,,,,"Hindon Mercantile Limited- Mufin",152863,SE26-IND,BTPL-ICICI-1112-Domestic,129701,07-12-2021,6195,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,130932,10-12-2021,8045.48,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,131474,11-12-2021,89719,0,INR,UNAPP,
,,,,"Fortune Credit Capital Limited",152847,SE26-IND,BTPL-ICICI-1112-Domestic,131515,13-12-2021,1407.25,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,132247,13-12-2021,233,0,INR,UNAPP,
,,,,"FINCARE SMALL FINANCE BANK LIMITED",152842,SE26-IND,BTPL-ICICI-1112-Domestic,132280,14-12-2021,52.55,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,133687,16-12-2021,43211,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,133688,16-12-2021,6883.51,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,134102,17-12-2021,3095.71,0,INR,UNAPP,
,,,,"ABCM App Private Limited",1152761,SE27-IND,AGYA-EquitasBank-4324,Test123,23-01-2023,1000,960,INR,UNAPP,40
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,SE26-IND,BTPL-ICICI-1112-Domestic,226205,28-07-2022,7214.4,0,INR,UNAPP,
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,SE26-IND,BTPL-ICICI-1112-Domestic,226206,28-07-2022,11769.8,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,226207,28-07-2022,0.12,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,226208,28-07-2022,43.2,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,226209,28-07-2022,242434.93,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,226210,28-07-2022,98571.6,0,INR,UNAPP,
,,,,"Ashv Finance Limited",152786,SE26-IND,BTPL-ICICI-1112-Domestic,226815,29-07-2022,1004.4,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,227280,30-07-2022,1561081.28,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,227281,30-07-2022,4474.8,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,228468,02-08-2022,891000.97,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,228469,02-08-2022,780379.73,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,228470,02-08-2022,198028.3,0,INR,UNAPP,
,,,,"Anumati Technologies Pvt. Ltd.",152781,SE26-IND,BTPL-ICICI-1112-Domestic,228913,02-08-2022,600000,0,INR,UNAPP,
,,,,"Anumati Technologies Pvt. Ltd.",152781,SE26-IND,BTPL-ICICI-1112-Domestic,228914,02-08-2022,600000,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,228969,03-08-2022,84516,0,INR,UNAPP,
,,,,"Lunchbrake Technologies Private Limited",152901,SE26-IND,BTPL-ICICI-1112-Domestic,229941,05-08-2022,651,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,229943,05-08-2022,92845,0,INR,UNAPP,
,,,,"Sree Gokulam Transprocess Private Limited",153009,SE26-IND,BTPL-ICICI-1112-Domestic,231052,08-08-2022,359.31,0,INR,UNAPP,
,,,,"Manipal Housing Finance Syndicate Limited",152906,SE26-IND,BTPL-ICICI-1112-Domestic,231058,08-08-2022,246.04,0,INR,UNAPP,
,,,,"TechExcel Software Solutions Pvt. Ltd.",152980,SE26-IND,BTPL-ICICI-1112-Domestic,231059,08-08-2022,510.59,0,INR,UNAPP,
,,,,"Vodafone Idea",203728,QC12-KA,"QC MIG",CITIN20015259852,31-12-2022,7560,0,INR,UNAPP,
,,,,"SNS NEW",151417,PL24-MAL,"PL24 Migration Rcpt. Malaysia",ReceiptT2,02-02-2023,1000,0,MYR,UNAPP,
,,,,"SNS NEW",151417,PL24-MAL,"PL24 Migration Rcpt. Malaysia",ReceiptT3,02-02-2023,2000,0,MYR,UNAPP,
,,,,"SNS NEW",151417,PL24-MAL,"PL24 Migration Rcpt. Malaysia",ReceiptT4,02-02-2023,2000,0,MYR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,3003,09-04-2020,5000,0,INR,UNAPP,
,,,,"Clix Capital Services Private Limited",152814,SE26-IND,BTPL-ICICI-1112-Domestic,3060-A,21-04-2020,21600,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,3310,08-05-2020,10800,0,INR,UNAPP,
,,,,"Clix Capital Services Private Limited",152814,SE26-IND,BTPL-ICICI-1112-Domestic,3769-A,04-06-2020,143,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,3914-A,10-06-2020,37000,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,4134-A,18-06-2020,106859,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,4190-A,19-06-2020,22100,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,6765,20-08-2020,98130.6,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,7383,01-09-2020,188446.2,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,8110,14-09-2020,154000,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,8864,24-09-2020,353.6,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,8865,24-09-2020,2397.85,0,INR,UNAPP,
,,,,"AGGRA TECHNOLOGIES PRIVATE LIMITED",152770,SE26-IND,BTPL-ICICI-1112-Domestic,8871,24-09-2020,10000,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,10046,09-10-2020,944,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,10510,15-10-2020,218049.4,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,10512,15-10-2020,3035,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,10957,20-10-2020,89782,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,12221,05-11-2020,289819.4,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,13994,18-11-2020,2313,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,14206,20-11-2020,11288,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,14207,20-11-2020,17992,0,INR,UNAPP,
,,,,"DEL CAPITAL PRIVATE LIMITED",152820,SE26-IND,BTPL-ICICI-1112-Domestic,134512,18-12-2021,368.16,0,INR,UNAPP,
,,,,"DEL CAPITAL PRIVATE LIMITED",152820,SE26-IND,BTPL-ICICI-1112-Domestic,134513,18-12-2021,948.72,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,136752,24-12-2021,13586,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,137048,27-12-2021,58817,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,137049,27-12-2021,68029,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,137901,27-12-2021,415800,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,137902,27-12-2021,242179,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,137903,27-12-2021,415800,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,138244,28-12-2021,130790,0,INR,UNAPP,
,,,,"MoneyMitra IT Solutions Private Limited",152957,SE26-IND,BTPL-ICICI-1112-Domestic,138605,30-12-2021,2190,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,138874,31-12-2021,2416239,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,141308,06-01-2022,12559.92,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,142851,10-01-2022,4689.5,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,142852,10-01-2022,50925,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,143285,12-01-2022,676936.15,0,INR,UNAPP,
,,,,"Fortune Credit Capital Limited",152847,SE26-IND,BTPL-ICICI-1112-Domestic,143804,13-01-2022,2613,0,INR,UNAPP,
,,,,"Hindon Mercantile Limited- Mufin",152863,SE26-IND,BTPL-ICICI-1112-Domestic,143939,13-01-2022,6195,0,INR,UNAPP,
,,,,"DEL CAPITAL PRIVATE LIMITED",152820,SE26-IND,BTPL-ICICI-1112-Domestic,144033,14-01-2022,1090.32,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,144339,15-01-2022,61506,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,145256,18-01-2022,16950,0,INR,UNAPP,
,,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,232017,09-08-2022,354,0,INR,UNAPP,
,,,,"IIFL Home Finance Ltd",152869,SE26-IND,BTPL-ICICI-1112-Domestic,233396-A,11-08-2022,102487,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,233424,11-08-2022,37843,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,233426,11-08-2022,163,0,INR,UNAPP,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,SE26-IND,BTPL-ICICI-1112-Domestic,234346,12-08-2022,25960,0,INR,UNAPP,
,,,,"Amros Commercial Private Limited",152777,SE26-IND,BTPL-ICICI-1112-Domestic,234348,12-08-2022,116.6,0,INR,UNAPP,
,,,,"Amros Commercial Private Limited",152777,SE26-IND,BTPL-ICICI-1112-Domestic,234349,12-08-2022,2830.2,0,INR,UNAPP,
,,,,"Amros Commercial Private Limited",152777,SE26-IND,BTPL-ICICI-1112-Domestic,234350,12-08-2022,3700.2,0,INR,UNAPP,
,,,,"Fritware Solutions Private Limited",152849,SE26-IND,BTPL-ICICI-1112-Domestic,234966,13-08-2022,116.23,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,235075,16-08-2022,21330,0,INR,UNAPP,
,,,,"MONEDO FINANCIAL SERVICES PRIVATE LIMITED",152921,SE26-IND,BTPL-ICICI-1112-Domestic,235076,16-08-2022,1460,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory Private Limited",152898,SE26-IND,BTPL-ICICI-1112-Domestic,235077,16-08-2022,1455,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory Private Limited",152898,SE26-IND,BTPL-ICICI-1112-Domestic,235078,16-08-2022,1803,0,INR,UNAPP,
,,,,"HDFC Life Insurance Company Limited",152859,SE26-IND,BTPL-ICICI-1112-Domestic,235079,16-08-2022,8398.4,0,INR,UNAPP,
,,,,"MWYN TECH PRIVATE LIMITED",152924,SE26-IND,BTPL-ICICI-1112-Domestic,236520,17-08-2022,4746,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,237472,18-08-2022,105,0,INR,UNAPP,
,,,,"Rivergo Automation Private Limited",152955,SE26-IND,BTPL-ICICI-1112-Domestic,237474,18-08-2022,478,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,237476,18-08-2022,478,0,INR,UNAPP,
,,,,"Jainam Broking Limited",152883,SE26-IND,BTPL-ICICI-1112-Domestic,238456,19-08-2022,669.06,0,INR,UNAPP,
,,,,"Fortune Credit Capital Limited",152847,SE26-IND,BTPL-ICICI-1112-Domestic,238461,19-08-2022,10843,0,INR,UNAPP,
,,,,"Arohan Financial Services Limited",152783,SE26-IND,BTPL-ICICI-1112-Domestic,253817,14-09-2022,918,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,254329,15-09-2022,251924,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,254330,15-09-2022,325207,0,INR,UNAPP,
,,,,"IIFL FINANCE LIMITED",152868,SE26-IND,BTPL-ICICI-1112-Domestic,254331,15-09-2022,423216,0,INR,UNAPP,
,,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,254359,15-09-2022,39865,0,INR,UNAPP,
,,,,"KKR India Financial Services Limited",152893,SE26-IND,BTPL-ICICI-1112-Domestic,254371,15-09-2022,27475,0,INR,UNAPP,
,,,,"Gokwik Commerce Solutions Private Limited",152853,SE26-IND,BTPL-ICICI-1112-Domestic,255441,17-09-2022,255425,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,255909,19-09-2022,23228,0,INR,UNAPP,
,,,,"Fortune Integrated Assets Finance LIMITED",152848,SE26-IND,BTPL-ICICI-1112-Domestic,256251,20-09-2022,13845.6,0,INR,UNAPP,
,,,,"QFI technologies Pvt Ltd",152934,SE26-IND,BTPL-ICICI-1112-Domestic,257816,22-09-2022,548,0,INR,UNAPP,
,,,,"Adani Capital Private Limited",152764,SE26-IND,BTPL-ICICI-1112-Domestic,257818,22-09-2022,57942,0,INR,UNAPP,
,,,,"EQX Analytics Pvt Ltd",152976,SE26-IND,BTPL-ICICI-1112-Domestic,14970,25-11-2020,4375.8,0,INR,UNAPP,
,,,,"DMI Finance Private Limited",152825,SE26-IND,BTPL-ICICI-1112-Domestic,14972,25-11-2020,375622.4,0,INR,UNAPP,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,SE26-IND,BTPL-ICICI-1112-Domestic,15834,30-11-2020,635212,0,INR,UNAPP,
,,,,"Loantap Credit Products Pvt Ltd.",152900,SE26-IND,BTPL-ICICI-1112-Domestic,18856,15-12-2020,2215,0,INR,UNAPP,
,,,,"AU SMALL FINANCE BANK LIMITED",152788,SE26-IND,BTPL-ICICI-1112-Domestic,19354,18-12-2020,3457.4,0,INR,UNAPP,
,,,,"John Deere Financial India Private Limited - JDF",152886,SE26-IND,BTPL-ICICI-1112-Domestic,20325,24-12-2020,59670,0,INR,UNAPP,
